c file generated by rmnkGenerator.R with seed  0 the 01/16/2024 20:06:45 
0.4075393  0.08167005  
0.6368719  0.2542642  
0.0664912  0.9953547  
0.7446654  0.7381655  
0.04932618  0.4054742  
0.87221  0.9840374  
0.8671057  0.8485351  
0.9572223  0.8721208  
0.09897977  0.4957671  
0.9100604  0.5431404  
0.2680306  0.865633  
0.0704628  0.1838688  
0.848429  0.3805479  
0.8398412  0.591116  
0.4695488  0.4077211  
0.8159147  0.5889688  
0.7392588  0.9394947  
0.3759575  0.9639448  
0.4229589  0.1913679  
0.03559839  0.5264337  
0.09686458  0.2791844  
0.959439  0.5363431  
0.1376271  0.4327734  
0.6270347  0.8103946  
0.8836071  0.5548451  
0.3297388  0.6965432  
0.5643845  0.6534251  
0.9416629  0.05653293  
0.4054268  0.7219596  
0.2110104  0.5629431  
0.6955051  0.2986962  
0.0147467  0.05584488  
0.9755839  0.2045799  
0.1649503  0.1531259  
0.956819  0.8870561  
0.05227693  0.7731273  
0.4685769  0.7844474  
0.6439927  0.5740817  
0.8009913  0.3977342  
0.9093326  0.2272638  
0.03505178  0.3936846  
0.2620033  0.9442449  
0.5816942  0.6552186  
0.03278921  0.4269249  
0.1627769  0.4254052  
0.01417706  0.4855336  
0.1920683  0.9063085  
0.2582916  0.3554672  
0.6977877  0.2223898  
0.821654  0.5836974  
0.2280666  0.6510804  
0.1605  0.8294869  
0.6926221  0.2237801  
0.4543058  0.6709463  
0.7918878  0.4508559  
0.3106485  0.2393836  
0.53477  0.1381644  
0.6953115  0.07655936  
0.4051158  0.4984611  
0.7583095  0.2405431  
0.2848874  0.384984  
0.3703352  0.3099227  
0.5665983  0.9806011  
0.8020407  0.9514603  
0.4369474  0.2425194  
0.3883075  0.9817141  
0.3172324  0.1470573  
0.6677726  0.8925289  
0.07205834  0.6220157  
0.9326568  0.2635813  
0.3860369  0.1936186  
0.1872878  0.8312829  
0.4931276  0.8321415  
0.8398464  0.1704487  
0.0896969  0.788286  
0.213754  0.7889957  
0.01752039  0.2203344  
0.5493016  0.01541731  
0.7782238  0.4407923  
0.3638857  0.349737  
0.6791833  0.2991615  
0.9975464  0.9286171  
0.08804892  0.5142159  
0.8495121  0.6768527  
0.983639  0.5199553  
0.2885534  0.9304062  
0.2993489  0.7504837  
0.6579754  0.7248168  
0.190153  0.07063884  
0.6886773  0.638135  
0.5238656  0.7960567  
0.06830819  0.4734385  
0.7852163  0.9877929  
0.8962444  0.7119435  
0.3204721  0.1576497  
0.2031276  0.8159155  
0.08642391  0.5603287  
0.8475332  0.3815898  
0.9314725  0.5204131  
0.717529  0.6146871  
0.3754801  0.5966888  
0.3500623  0.5329629  
0.758405  0.4838914  
0.6218871  0.7753811  
0.05657654  0.9573323  
0.4321096  0.4104399  
0.4795469  0.5436065  
0.9369758  0.7047951  
0.5798395  0.5307906  
0.9753539  0.3221109  
0.6501592  0.7781605  
0.5212769  0.9525283  
0.2974031  0.8183228  
0.117001  0.7093091  
0.588036  0.1093032  
0.9588703  0.4285532  
0.135852  0.08294507  
0.2293365  0.5245915  
0.004413045  0.1161049  
0.6695277  0.8882137  
0.1550629  0.6667872  
0.293319  0.3239502  
0.8914037  0.9127048  
0.3702819  0.373679  
0.792563  0.134242  
0.2458988  0.5152458  
0.229255  0.7714948  
0.7592472  0.07838116  
0.5792367  0.2043836  
0.9366131  0.8668652  
0.10402  0.2849693  
0.583121  0.9457523  
0.4231489  0.8197695  
0.2662672  0.6125573  
0.8045312  0.3583948  
0.6135229  0.2059792  
0.3114761  0.5520645  
0.5779516  0.5849526  
0.4254431  0.6879428  
0.7372815  0.6990702  
0.4027315  0.8656097  
0.006143938  0.6943087  
0.5506843  0.109096  
0.06715197  0.2756103  
0.04080318  0.8579006  
0.5652139  0.2590083  
0.8857843  0.7643028  
0.8136021  0.3692244  
0.4659443  0.9006298  
0.320434  0.4580653  
0.3637094  0.4542587  
0.341666  0.3374988  
0.1615985  0.1036455  
0.6257603  0.5339796  
0.758841  0.5426509  
0.8566023  0.9768876  
0.1245536  0.08885342  
0.3042002  0.2443404  
0.2913259  0.001195352  
0.2944618  0.9056643  
0.8503998  0.638627  
0.4392335  0.6841435  
0.4913737  0.9500088  
0.9893508  0.7764455  
0.1693337  0.7800651  
0.5613934  0.3741801  
0.08414614  0.8530977  
0.2707624  0.1997863  
0.9774987  0.520536  
0.3667581  0.9383359  
0.03808895  0.8607653  
0.6522286  0.002110169  
0.8187878  0.4219508  
0.9566338  0.8043149  
0.2058058  0.272486  
0.6200821  0.5804426  
0.5754826  0.7372724  
0.8037  0.6421997  
0.1062866  0.4883354  
0.5962038  0.1529847  
0.7445215  0.6167899  
0.4639558  0.1618913  
0.7225659  0.2282762  
0.2938355  0.802052  
0.5092773  0.7909532  
0.9589509  0.5397602  
0.2990512  0.754333  
0.04260344  0.4990411  
0.2727384  0.3594947  
0.3001043  0.8826355  
0.9731376  0.01919661  
0.5303909  0.04275739  
0.6707544  0.4786941  
0.2613093  0.2823815  
0.1881616  0.6187709  
0.7212681  0.2831107  
0.07533972  0.9327543  
0.5563266  0.1040793  
0.3466068  0.4656768  
0.9582763  0.9400302  
0.9043911  0.3174507  
0.6063241  0.04588251  
0.8445352  0.9673186  
0.9435354  0.5879284  
0.5190604  0.4240503  
0.2643272  0.1938048  
0.501701  0.321378  
0.2751608  0.8713316  
0.1935468  0.3545112  
0.1409012  0.8501929  
0.219094  0.3706439  
0.2431855  0.8988081  
0.3634593  0.3693641  
0.9774748  0.9139747  
0.1837321  0.2158556  
0.407184  0.7452031  
0.5467305  0.7280206  
0.6409506  0.9879474  
0.01836683  0.7770974  
0.2871105  0.0445548  
0.8595486  0.4554932  
0.7131874  0.4215568  
0.07558993  0.2972971  
0.2122506  0.3557036  
0.4187809  0.8791804  
0.09653569  0.3211205  
0.7564256  0.3812704  
0.8236779  0.9179435  
0.05690765  0.3264848  
0.9756264  0.1985937  
0.9837309  0.4869337  
0.3026938  0.5603143  
0.7650506  0.9213623  
0.2752391  0.03439618  
0.3946297  0.5239617  
0.2982401  0.8807844  
0.7628207  0.375988  
0.0679022  0.7768507  
0.03860395  0.3147836  
0.1144481  0.7757725  
0.5704763  0.2060841  
0.260769  0.9627907  
0.2910795  0.6353464  
0.4413545  0.6650375  
0.7645276  0.09531515  
0.4075561  0.4570432  
0.205989  0.8934552  
0.7385461  0.6728917  
0.4568329  0.3498074  
0.8538171  0.5226093  
0.6189564  0.7208864  
0.2956763  0.3268443  
0.344936  0.2170441  
0.3930878  0.9448205  
0.6944997  0.04918383  
0.3778988  0.1981021  
0.6724197  0.4484205  
0.2673576  0.3241977  
0.385845  0.4685242  
0.2498167  0.8623888  
0.3722597  0.1102712  
0.4420239  0.8618562  
0.5272571  0.9967941  
0.3992056  0.731913  
0.9248317  0.3204549  
0.5260919  0.09902127  
0.4577003  0.7838246  
0.5024931  0.7133908  
0.6028717  0.7310255  
0.5780729  0.4533415  
0.6312898  0.4807661  
0.9561471  0.4392638  
0.8629313  0.5700331  
0.9481935  0.8232937  
0.078232  0.6229711  
0.9963663  0.657655  
0.005930797  0.1310197  
0.8672365  0.2787696  
0.1159835  0.6320157  
0.1734191  0.6874624  
0.6524113  0.3574632  
0.8296993  0.3670086  
0.233489  0.3910535  
0.9918176  0.02454487  
0.7266023  0.808776  
0.7924928  0.7623484  
0.1022846  0.7742982  
0.6694885  0.601927  
0.9842345  0.2580313  
0.2983976  0.39836  
0.7355043  0.4197459  
0.9279062  0.7766737  
0.5581014  0.06331248  
0.3374021  0.9658849  
0.2247281  0.5157824  
0.4036696  0.6390473  
0.5405251  0.441394  
0.9386367  0.01803165  
0.571268  0.4270089  
0.8612469  0.9558021  
0.684253  0.9506157  
0.9106413  0.9103328  
0.4199078  0.9194578  
0.7787816  0.4518773  
0.8059904  0.6208532  
0.4287299  0.3012655  
0.8920385  0.5992344  
0.187423  0.8437896  
0.8857327  0.8719545  
0.9213942  0.3965509  
0.8384801  0.06638635  
0.125243  0.8227692  
0.5828554  0.8982973  
0.4807333  0.9889708  
0.01921995  0.1951489  
0.2938125  0.5259248  
0.3602815  0.8562262  
0.4227068  0.3721164  
0.1878319  0.9621726  
0.03695109  0.0501471  
0.3223433  0.2170052  
0.1876425  0.5061738  
0.8953142  0.5379652  
0.9233716  0.8391988  
0.1579429  0.6657662  
0.4890122  0.8682621  
0.7471503  0.2297537  
0.835467  0.01951202  
0.6025141  0.651644  
0.6161186  0.3137048  
0.1098581  0.01305545  
0.733836  0.1177258  
0.7235891  0.7291295  
0.3297424  0.9350055  
0.3543062  0.6413534  
0.351837  0.9503646  
0.3730394  0.5356513  
0.7521568  0.7668774  
0.0180254  0.7105036  
0.9488154  0.8012795  
0.8355023  0.3779087  
0.1719031  0.8026365  
0.4759363  0.8475366  
0.400583  0.6240983  
0.5433121  0.2334333  
0.613416  0.290163  
0.796492  0.3581764  
0.2946072  0.2117423  
0.5180405  0.4361067  
0.2766813  0.9629545  
0.9053717  0.02582438  
0.8007416  0.09056007  
0.6432902  0.734736  
0.1054223  0.1113087  
0.6036102  0.2489299  
0.5376664  0.6235137  
0.1070373  0.807727  
0.08888158  0.8131527  
0.4173828  0.4221368  
0.6213457  0.2739056  
0.7278826  0.4310471  
0.9968322  0.1867239  
0.3798725  0.5992314  
0.2142037  0.4473964  
0.8284237  0.577784  
0.05305187  0.6454708  
0.6025149  0.3303951  
0.5105283  0.1257774  
0.3246428  0.5369583  
0.2596778  0.7456982  
0.9150379  0.7997055  
0.806743  0.8656379  
0.3718504  0.7231234  
0.07227095  0.5152963  
0.6216236  0.5572458  
0.7693186  0.4581225  
0.4541261  0.1480611  
0.7714313  0.06886856  
0.8182474  0.5656891  
0.722553  0.1496191  
0.7995971  0.6753048  
0.8672084  0.7391729  
0.8426099  0.9853163  
0.9354777  0.7554134  
0.05650659  0.5486826  
0.3825915  0.4438282  
0.03836046  0.2184264  
0.8689515  0.4926041  
0.8370461  0.4550804  
0.6312313  0.3754569  
0.9936247  0.4397591  
0.6950924  0.6817739  
0.754956  0.6165792  
0.9294387  0.6495822  
0.5452258  0.09078838  
0.1347648  0.6754871  
0.6482355  0.3243289  
0.9290291  0.2786235  
0.7014229  0.2979058  
0.2254215  0.7921869  
0.3820957  0.3194896  
0.3341516  0.2329674  
0.07169869  0.3817506  
0.003790309  0.9455725  
0.4492213  0.5365229  
0.1576633  0.8241236  
0.4536224  0.6340811  
0.8421057  0.4075233  
0.5479678  0.7495066  
0.2409031  0.8505755  
0.02301083  0.9073257  
0.1023094  0.6526708  
0.2820997  0.510126  
0.0243757  0.4269046  
0.9150998  0.5827594  
0.8657167  0.7939906  
0.858638  0.9072186  
0.3886696  0.8388272  
0.2121586  0.4764444  
0.0379152  0.4822255  
0.5342463  0.7492163  
0.4618385  0.2165357  
0.2279995  0.1742749  
0.09772617  0.6689296  
0.6394503  0.6410427  
0.3313991  0.7794793  
0.7914973  0.4608932  
0.3108508  0.9012503  
0.01766345  0.6677051  
0.3950006  0.185593  
0.7950674  0.2526291  
0.04642725  0.660797  
0.5894603  0.67851  
0.8860457  0.3887223  
0.5365644  0.6773295  
0.1901422  0.2787216  
0.8921453  0.9916951  
0.1878576  0.4046816  
0.8850477  0.195009  
0.06250475  0.6916089  
0.6075583  0.5551001  
0.2134448  0.3286154  
0.9622713  0.274034  
0.3044725  0.759811  
0.3752875  0.08854265  
0.2910565  0.1235033  
0.4515473  0.9555708  
0.1219175  0.582114  
0.8415852  0.8975502  
0.8893353  0.02554655  
0.8105138  0.611607  
0.09815924  0.2657074  
0.6812064  0.7226833  
0.5312178  0.9326367  
0.7336397  0.4939747  
0.7166901  0.8990086  
0.06725934  0.3495829  
0.9906345  0.9349292  
0.3185511  0.9023471  
0.480289  0.5657163  
0.642258  0.7545301  
0.1142864  0.6346947  
0.2794704  0.6331318  
0.1876236  0.564526  
0.5733182  0.7842886  
0.7723755  0.4559535  
0.9322914  0.3426635  
0.4069565  0.6897396  
0.1147616  0.3381542  
0.8090151  0.006783067  
0.3228918  0.7997762  
0.2928602  0.9117861  
0.5083254  0.8892784  
0.7036077  0.9357246  
0.04648578  0.611319  
0.9677239  0.06039416  
0.6461059  0.3187139  
0.2473596  0.7206814  
0.1695266  0.1540467  
0.07458733  0.4726693  
0.08234353  0.2602855  
0.9191566  0.7809939  
0.2003404  0.5203233  
0.3141354  0.468321  
0.08833275  0.9570889  
0.1447139  0.6878727  
0.1511643  0.3221094  
0.9570356  0.563541  
0.3631837  0.8486435  
0.9235887  0.8707688  
0.1639202  0.6722519  
0.5517947  0.5491644  
0.1510657  0.8456227  
0.00851859  0.515902  
0.212558  0.8046387  
0.8158196  0.790015  
0.1611904  0.2492145  
0.1019709  0.08491773  
0.2001877  0.7497359  
0.02877122  0.7109291  
0.9522688  0.347114  
0.6489046  0.4208712  
0.9820029  0.6724819  
0.6443387  0.7533598  
0.5733491  0.8160872  
0.1942763  0.6816298  
0.4962622  0.6303023  
0.06535014  0.8298433  
0.8968556  0.7733483  
0.05671457  0.6191902  
0.4577265  0.5877399  
0.447603  0.9186148  
0.721323  0.9982478  
0.5195328  0.5426425  
0.4383782  0.4734191  
0.8481773  0.1264936  
0.1098633  0.2778109  
0.6577059  0.6838622  
0.04272096  0.2945836  
0.2091827  0.9937637  
0.4311125  0.3096908  
0.9882101  0.3326489  
0.6738179  0.391079  
0.7901165  0.1964368  
0.9333727  0.9312215  
0.01015381  0.05509957  
0.4044125  0.6461693  
0.4568592  0.9077861  
0.3989959  0.07347974  
0.9067108  0.8670356  
0.4873787  0.2489818  
0.5701066  0.2691971  
0.2122691  0.4054115  
0.5369098  0.09956925  
0.2628914  0.3947502  
0.9514099  0.3037711  
0.8867448  0.3127571  
0.8239014  0.5100146  
0.08181114  0.9223545  
0.6999922  0.7001573  
0.8271524  0.9768259  
0.05436903  0.4478132  
0.6421703  0.4152153  
0.06412261  0.7053228  
0.4193896  0.4239679  
0.08888839  0.04848911  
0.8080844  0.1111488  
0.490449  0.9491573  
0.9285665  0.9183381  
0.2519725  0.7765027  
0.9425859  0.7601882  
0.6295995  0.1771867  
0.3151007  0.9006846  
0.8115107  0.6586887  
0.3590526  0.1329504  
0.3866439  0.8040361  
0.9836818  0.1825961  
0.1837404  0.1535935  
0.1947569  0.1506775  
0.7530641  0.3834352  
0.1969616  0.03953041  
0.5471225  0.7405861  
0.2283748  0.6875019  
0.7055016  0.1474936  
0.4814813  0.8987658  
0.8637635  0.5516554  
0.7634819  0.5874156  
0.1491556  0.7190332  
0.1432296  0.6239457  
0.7476485  0.6084925  
0.7348657  0.3872412  
0.4865552  0.5817377  
0.5487967  0.7579018  
0.2552365  0.6798549  
0.5406358  0.1931231  
0.3307252  0.8119352  
0.1271638  0.4381001  
0.2201164  0.1721436  
0.8177212  0.3960788  
0.9994056  0.034835  
0.5354877  0.6768847  
0.2564863  0.9664397  
0.02612754  0.5721831  
0.1278527  0.7285064  
0.5122349  0.3112453  
0.6299673  0.1688898  
0.9123174  0.2585972  
0.2641437  0.3773791  
0.6428537  0.6840589  
0.3334939  0.7520732  
0.7096769  0.5341417  
0.7015081  0.4880099  
0.5914649  0.6976056  
0.1369499  0.3833198  
0.4713398  0.5532279  
0.8220605  0.8071374  
0.5673428  0.40957  
0.9486874  0.3883527  
0.1559021  0.4928242  
0.2443125  0.4797806  
0.2226697  0.4400086  
0.9732852  0.590938  
0.6343129  0.906203  
0.542812  0.0375445  
0.9030572  0.4498335  
0.8819676  0.8743692  
0.2362358  0.6833524  
0.1347971  0.3991336  
0.2247756  0.5368965  
0.30023  0.9939623  
0.6996526  0.6579797  
0.6502338  0.5569219  
0.1390627  0.6605662  
0.1430013  0.9744199  
0.4924773  0.4602524  
0.2265088  0.67684  
0.6538114  0.3000532  
0.6278532  0.5423059  
0.3404173  0.0155781  
0.6629628  0.8621636  
0.2472568  0.7674587  
0.8863008  0.8044087  
0.8659804  0.8965754  
0.647429  0.6204966  
0.09498396  0.5760612  
0.8883158  0.6984229  
0.9415954  0.1674639  
0.8542664  0.03178858  
0.4676138  0.1945302  
0.3027085  0.1996194  
0.5062654  0.6536839  
0.8112656  0.0800377  
0.3445713  0.08837121  
0.4953136  0.2801715  
0.2745571  0.7871415  
0.1130823  0.4747076  
0.8709088  0.3980237  
0.04715652  0.6784895  
0.7188157  0.6628037  
0.2254846  0.8918291  
0.3357877  0.2072158  
0.5376217  0.7806306  
0.2477262  0.1572436  
0.2027846  0.2224686  
0.1913087  0.2848685  
0.8435651  0.8663318  
0.2135578  0.2516355  
0.9618261  0.2152226  
0.03513751  0.3890001  
0.3791524  0.4992353  
0.2543797  0.6179738  
0.5178934  0.487775  
0.2650721  0.3661461  
0.7854081  0.8244661  
0.7743018  0.01214295  
0.1649629  0.2829713  
0.4147027  0.7269972  
0.2217534  0.07791246  
0.08303499  0.5032016  
0.04926277  0.7289338  
0.442662  0.5035972  
0.7852989  0.01665384  
0.3025491  0.6072355  
0.03116886  0.423492  
0.4489118  0.1864991  
0.09666559  0.7187337  
0.990467  0.5597595  
0.9844616  0.3722263  
0.3880568  0.4741211  
0.9928986  0.01309504  
0.4573419  0.5157929  
0.4466918  0.1883323  
0.3257504  0.8349958  
0.5523063  0.3275629  
0.3878701  0.212923  
0.4292422  0.1941534  
0.8770311  0.2374913  
0.9235839  0.835312  
0.07633853  0.4685121  
0.05411389  0.2677743  
0.8911054  0.9052517  
0.5057504  0.5305262  
0.3335947  0.5947411  
0.9207326  0.840796  
0.5135498  0.1275388  
0.1898473  0.6497728  
0.4360952  0.6905324  
0.08022577  0.6897095  
0.5637596  0.8897953  
0.6283089  0.02345508  
0.8593677  0.7872654  
0.3938627  0.3654526  
0.1716173  0.1841398  
0.6144677  0.4734404  
0.869198  0.3831533  
0.8831733  0.5174103  
0.5106336  0.6015359  
0.6468777  0.8174994  
0.003633867  0.4524046  
0.7408932  0.4092569  
0.4044453  0.01751494  
0.7652067  0.8791671  
0.4008847  0.2313566  
0.5326445  0.3945254  
0.3218668  0.2300661  
0.6664294  0.246414  
0.06650902  0.817558  
0.1642331  0.9881189  
0.3877715  0.8915247  
0.9699295  0.9121875  
0.6765473  0.533351  
0.2148394  0.5649458  
0.1755458  0.637265  
0.6083627  0.7718034  
0.3116897  0.3186968  
0.2649323  0.4315411  
0.2387558  0.4423864  
0.3300212  0.05586208  
0.05778728  0.7687905  
0.5843584  0.8750889  
0.4772456  0.1998814  
0.4867505  0.1945423  
0.09374175  0.2952665  
0.06008002  0.6902625  
0.9255357  0.07465596  
0.9203278  0.1329396  
0.2287945  0.1551604  
0.8290124  0.7147664  
0.9676368  0.4152536  
0.04934291  0.3231864  
0.4582711  0.9730821  
0.1597992  0.9129363  
0.8247021  0.6713555  
0.5366703  0.1046866  
0.3316181  0.5070486  
0.1243168  0.008228242  
0.3484361  0.4783772  
0.07514224  0.9136255  
0.330922  0.377446  
0.2217347  0.3226197  
0.06857281  0.6526518  
0.163944  0.9605946  
0.3111488  0.2477853  
0.5572411  0.4187123  
0.2818275  0.5660799  
0.5410663  0.7105443  
0.1225846  0.6541339  
0.8521422  0.3489313  
0.8065368  0.4546229  
0.8552922  0.5610586  
0.9711643  0.9133861  
0.6986711  0.8486061  
0.4398834  0.2072394  
0.7910733  0.4581316  
0.4775327  0.03942021  
0.9600413  0.5802573  
0.6631938  0.7603633  
0.7405876  0.674183  
0.3882553  0.6808987  
0.3674859  0.6989088  
0.5115315  0.8374463  
0.512352  0.7233422  
0.3878455  0.08616866  
0.6235244  0.2611752  
0.6201467  0.4764163  
0.7884092  0.8709115  
0.8568404  0.3812598  
0.9960999  0.5285356  
0.8178916  0.5641764  
0.07826976  0.2399528  
0.1812323  0.7979753  
0.1619552  0.7067242  
0.8046918  0.6687319  
0.1887705  0.6176775  
0.8671777  0.08815112  
0.06807326  0.07248914  
0.08763147  0.4828566  
0.8550633  0.7176129  
0.7791725  0.8052736  
0.4967216  0.3579823  
0.7486813  0.6856927  
0.06842773  0.2362112  
0.8607821  0.5387035  
0.3435315  0.04611323  
0.3137787  0.9965218  
0.6606593  0.452334  
0.1408159  0.9373689  
0.9691482  0.6058135  
0.5616198  0.09250938  
0.4056172  0.629425  
0.8164874  0.7817394  
0.7272645  0.7397519  
0.9510199  0.9436593  
0.5166874  0.7474291  
0.3466639  0.7663516  
0.01197199  0.4780413  
0.2871752  0.07221124  
0.2131977  0.1718307  
0.9644487  0.3204666  
0.8193015  0.5668245  
0.3971335  0.7411413  
0.6746075  0.7744181  
0.004706184  0.1812  
0.9833022  0.13208  
0.6251212  0.4399297  
0.5372356  0.4485163  
0.7989968  0.8043536  
0.7679439  0.2634669  
0.4985098  0.09566555  
0.6549096  0.1317411  
0.2179353  0.7476829  
0.8614196  0.4443319  
0.7591212  0.2694595  
0.6443513  0.6764163  
0.02686196  0.5794224  
0.8206728  0.3522794  
0.5908625  0.887909  
0.9228026  0.8533089  
0.2232939  0.3014489  
0.414638  0.3913011  
0.2394005  0.2056631  
0.1717583  0.123879  
0.5179597  0.5457268  
0.349739  0.4059831  
0.4644997  0.1533809  
0.5282041  0.209967  
0.4012954  0.7469383  
0.8766578  0.3439159  
0.5695482  0.9958294  
0.1611636  0.6463794  
0.06527443  0.053694  
0.6389  0.397549  
0.6441733  0.07580315  
0.1530524  0.188632  
0.2274351  0.6428824  
0.5113997  0.871024  
0.8005701  0.1203294  
0.1579397  0.4160906  
0.702547  0.02343691  
0.7589453  0.7679433  
0.4171375  0.9782337  
0.223826  0.7925507  
0.3086484  0.9302877  
0.9002121  0.2202845  
0.08236653  0.01317869  
0.5087497  0.09171709  
0.2706935  0.6693651  
0.3827744  0.2570258  
0.6573876  0.8664404  
0.4317646  0.4762174  
0.8441732  0.7978725  
0.4723693  0.5605632  
0.3253329  0.5621186  
0.05065289  0.8561046  
0.502267  0.2827183  
0.2253982  0.6041113  
0.697187  0.5510135  
0.8386866  0.5926211  
0.02165309  0.09858125  
0.7827166  0.2909661  
0.5031298  0.3329955  
0.5701675  0.2668649  
0.5780775  0.3242178  
0.3657739  0.8393283  
0.930809  0.7655634  
0.1747758  0.5181809  
0.05738457  0.5159188  
0.2303932  0.4910719  
0.41915  0.6906636  
0.9343125  0.2424557  
0.6020229  0.657431  
0.9084082  0.5237763  
0.9038578  0.7615166  
0.5818639  0.9131599  
0.6436167  0.8358059  
0.9732241  0.8823542  
0.5047601  0.7864142  
0.9382858  0.5274017  
0.9225911  0.03121758  
0.3915347  0.9909494  
0.3371874  0.5538727  
0.7806089  0.4877434  
0.709072  0.1042551  
0.2676969  0.6038514  
0.8783999  0.3439781  
0.5237855  0.266716  
0.7318292  0.305354  
0.1677031  0.5683923  
0.610284  0.2641744  
0.6721725  0.7821105  
0.09089711  0.4773222  
0.8820932  0.2408857  
0.02233673  0.8824806  
0.9328583  0.6362714  
0.6980528  0.9891501  
0.3695684  0.9431386  
0.7863237  0.2848952  
0.3942592  0.6997691  
0.645009  0.9541385  
0.2741798  0.07695907  
0.3170812  0.5357402  
0.3406763  0.575948  
0.9510699  0.08508976  
0.2396668  0.08830411  
0.06184005  0.3958431  
0.2070609  0.7751429  
0.767296  0.5704959  
0.5338313  0.4688433  
0.2735426  0.6936848  
0.08543898  0.03232286  
0.5152656  0.6400382  
0.273876  0.2910078  
0.5796422  0.1881957  
0.04981327  0.3319298  
0.3389289  0.06104961  
0.9438897  0.5564  
0.4052908  0.3707606  
0.8764921  0.2842792  
0.7930118  0.5792354  
0.369996  0.9474523  
0.588355  0.972418  
0.3839896  0.7834503  
0.797622  0.9373967  
0.2461427  0.8634177  
0.7935032  0.2431971  
0.4155045  0.9154632  
0.032225  0.0088506  
0.2518669  0.4106942  
0.4010403  0.5573142  
0.7455877  0.5985534  
0.2002499  0.4103643  
0.5815631  0.3003783  
0.8205217  0.5519265  
0.04706459  0.6043324  
0.7585887  0.6359336  
0.03434021  0.6186194  
0.4011249  0.8796087  
0.4161737  0.1354567  
0.2506029  0.5148783  
0.07117441  0.3271759  
0.06653698  0.9762746  
0.8363198  0.7416436  
0.6648937  0.2923768  
0.8968334  0.3832058  
0.8914655  0.2189117  
0.1788498  0.1618743  
0.7920526  0.95235  
0.743873  0.860084  
0.2264045  0.1460153  
0.2285669  0.3357361  
0.3898208  0.2335133  
0.8262042  0.0480992  
0.3133416  0.2830373  
0.9448086  0.9156541  
0.7213354  0.3997515  
0.563277  0.8395181  
0.04180175  0.3557842  
0.2535789  0.3061932  
0.5530834  0.716579  
0.8459505  0.9213256  
0.08948092  0.5647935  
0.4860048  0.09386646  
0.7183964  0.7365522  
0.7078874  0.8879913  
0.4427773  0.3672875  
0.8373132  0.8859467  
0.3358929  0.256727  
0.1680945  0.7168912  
0.77001  0.5011033  
0.03687653  0.4899883  
0.6320036  0.5508261  
0.06455523  0.2694677  
0.2884393  0.2040063  
0.016491  0.2601533  
0.8408905  0.4236675  
0.7953411  0.8381724  
0.7651198  0.05730625  
0.5794029  0.1567949  
0.2545318  0.7760223  
0.9664083  0.0132664  
0.5924396  0.4440265  
0.2114271  0.1841  
0.2615505  0.90289  
0.8959024  0.6861945  
0.361128  0.3082917  
0.6382784  0.4302651  
0.2129966  0.07255766  
0.9018816  0.005491422  
0.2099079  0.8897977  
0.005720881  0.1037845  
0.3741748  0.3334961  
0.79238  0.5138068  
0.1675371  0.354205  
0.40104  0.658424  
0.06049529  0.3214526  
0.1877845  0.5963389  
0.3240779  0.05732748  
0.8176169  0.7786785  
0.0003666541  0.6202929  
0.2812376  0.5490619  
0.6906077  0.9707088  
0.3148824  0.1089644  
0.4321075  0.881719  
0.5026979  0.5958428  
0.1476995  0.3808794  
0.05986459  0.05934744  
0.2817921  0.1633008  
0.6702487  0.7202999  
0.5569622  0.4460934  
0.7257763  0.9059031  
0.3151126  0.6164812  
0.7169413  0.309253  
0.9922309  0.5037568  
0.9798444  0.1937066  
0.7575091  0.2413949  
0.02458796  0.4683634  
0.51263  0.5464311  
0.01017635  0.241346  
0.06780089  0.543759  
0.2650243  0.5765529  
0.6388812  0.474985  
0.1136329  0.8801116  
0.5012479  0.949568  
0.03335016  0.2257601  
0.7996939  0.640488  
0.1850815  0.3668101  
0.7997072  0.7377797  
0.2525633  0.6067295  
0.1320265  0.04488407  
0.9067515  0.6347992  
0.3004183  0.7021302  
0.05102275  0.8646307  
0.2575874  0.1006314  
0.4497189  0.9625894  
0.2774292  0.17474  
0.5664044  0.8825234  
0.1976797  0.8830314  
0.548251  0.1074744  
0.2855965  0.1902554  
0.3090169  0.1505484  
0.740303  0.7000365  
0.03888738  0.445006  
0.9094319  0.7475103  
0.5495293  0.2188008  
0.9914617  0.4436441  
0.212786  0.1495021  
0.2371472  0.5474793  
0.5633716  0.4436622  
0.7946229  0.7183806  
0.008398801  0.9116347  
0.6484924  0.3914988  
0.6837928  0.5351781  
0.2617074  0.7871527  
0.3825009  0.4294771  
0.1587794  0.01866395  
0.06573518  0.4995033  
0.06590416  0.8666052  
0.4177538  0.5371834  
0.7415062  0.7106887  
0.8381241  0.7370154  
0.2874542  0.1508709  
0.4152915  0.8311263  
0.08527027  0.1588824  
0.9623776  0.1051579  
0.09441894  0.8536764  
0.2921798  0.3487646  
0.1221217  0.6462421  
0.9393384  0.8368413  
0.6387875  0.526271  
0.7160752  0.4076447  
0.527012  0.3167816  
0.5569144  0.7951926  
0.8575328  0.7404625  
0.4254982  0.3834754  
0.3330087  0.4992936  
0.7020383  0.4764756  
0.1800827  0.820321  
0.3239492  0.4639841  
0.1965943  0.5467167  
0.05915924  0.7122422  
0.6533563  0.1825443  
0.9115297  0.3524429  
0.3476038  0.1376316  
0.7680427  0.4007907  
0.6024882  0.1643773  
0.8948983  0.002250649  
0.6933397  0.8699092  
0.4131566  0.8860451  
