c file generated by rmnkGenerator.R with seed  0 the 01/16/2024 20:06:46 
0.08753351  0.1339235  
0.3450613  0.2206391  
0.9334958  0.999019  
0.8192476  0.5850397  
0.1384684  0.7467738  
0.9937757  0.9020468  
0.9332846  0.6256646  
0.9723378  0.5369295  
0.2444315  0.7496413  
0.7901689  0.2691214  
0.7419607  0.9041757  
0.05740192  0.4938973  
0.6092455  0.2075852  
0.7675208  0.3732025  
0.4025208  0.4341615  
0.750488  0.3903267  
0.9564111  0.8486188  
0.9224794  0.9605615  
0.1909036  0.251922  
0.1845331  0.8450521  
0.1138051  0.5682513  
0.8427057  0.1992297  
0.2332242  0.6660222  
0.8287091  0.7275474  
0.7747841  0.304711  
0.587478  0.7544076  
0.6681209  0.6036486  
0.2848341  0.01278779  
0.6529869  0.7412615  
0.3875254  0.7142525  
0.4224795  0.2302272  
0.005227871  0.4007113  
0.6237123  0.03800574  
0.07765463  0.3491525  
0.9761408  0.5639268  
0.4212796  0.9361215  
0.7434659  0.7696511  
0.640898  0.4877606  
0.5867142  0.2490969  
0.5190713  0.08535668  
0.1152709  0.7648979  
0.8574048  0.9594697  
0.6781155  0.5962669  
0.1272863  0.7920844  
0.245847  0.638753  
0.1160966  0.8708908  
0.7591998  0.9481127  
0.2509346  0.5065483  
0.3443278  0.1710172  
0.7503581  0.3813339  
0.4792406  0.7698568  
0.6237248  0.9143256  
0.3429644  0.1740675  
0.6294006  0.6743725  
0.6262712  0.2944912  
0.1872615  0.3579092  
0.1798547  0.1566124  
0.1606626  0.06255216  
0.447984  0.5493175  
0.4008873  0.1600041  
0.2877762  0.5171366  
0.2696114  0.3962959  
0.9722752  0.9588455  
0.9723643  0.8452585  
0.2415527  0.2970252  
0.9551797  0.9771547  
0.1191071  0.2497841  
0.9076027  0.8067694  
0.3085642  0.852982  
0.5926587  0.08815168  
0.1793469  0.2707247  
0.6468998  0.9063756  
0.8000346  0.8051103  
0.3764763  0.08552131  
0.4982066  0.9221339  
0.6136746  0.8708681  
0.03597718  0.6687067  
0.03268092  0.02418019  
0.6082187  0.295286  
0.2995102  0.437779  
0.413396  0.2380881  
0.9973421  0.4221256  
0.246368  0.7730622  
0.8300016  0.4431786  
0.88035  0.1382365  
0.8440844  0.9455137  
0.6249158  0.8096522  
0.7714648  0.6224989  
0.03873884  0.20187  
0.7168169  0.5205188  
0.7773467  0.7579657  
0.1981371  0.7674606  
0.9919831  0.941827  
0.8775046  0.430817  
0.1282088  0.2610117  
0.6386955  0.8917436  
0.2780238  0.804298  
0.6093979  0.2088573  
0.7977937  0.2286579  
0.7132538  0.4810526  
0.5191615  0.6497608  
0.4478311  0.609253  
0.6316241  0.3417996  
0.7977069  0.6929348  
0.7519422  0.9908844  
0.3855973  0.4564293  
0.5277461  0.5493453  
0.9009669  0.3685887  
0.5695148  0.4846182  
0.7371153  0.07341228  
0.8110103  0.6817064  
0.9337448  0.9261468  
0.698945  0.8611537  
0.4428259  0.8683227  
0.1661742  0.1140269  
0.7770943  0.1399112  
0.03533761  0.2605219  
0.3675031  0.672747  
0.007247669  0.6303656  
0.9046256  0.8004282  
0.4375212  0.8210224  
0.2444684  0.4541019  
0.9681592  0.7073016  
0.3226444  0.4565517  
0.2926471  0.0792  
0.3704014  0.6548187  
0.6042174  0.8532671  
0.1898827  0.05209097  
0.2662775  0.2015268  
0.9634652  0.5686041  
0.1210321  0.5657248  
0.9369835  0.9044477  
0.75975  0.8188791  
0.468827  0.720317  
0.5534366  0.2189893  
0.2836011  0.18992  
0.4423294  0.6467012  
0.6156044  0.5340168  
0.6305957  0.7029219  
0.7875356  0.5494985  
0.8014615  0.8660855  
0.1897762  0.9622097  
0.153672  0.1238551  
0.09328057  0.6054008  
0.509192  0.9692664  
0.3140985  0.2551314  
0.8989016  0.4991419  
0.57045  0.2213054  
0.8622743  0.8812479  
0.3667505  0.5613175  
0.3872788  0.5331881  
0.2786206  0.4386949  
0.05065467  0.2773598  
0.5969356  0.4622876  
0.6798487  0.390536  
0.9900113  0.8843428  
0.03572882  0.280915  
0.1884217  0.3668193  
0.001461892  0.008360398  
0.8092929  0.9262573  
0.8062489  0.4063409  
0.6340376  0.6931345  
0.9254145  0.9285944  
0.9708299  0.2914341  
0.5695791  0.8830051  
0.4201091  0.357373  
0.5781916  0.9513971  
0.1426833  0.3369511  
0.866206  0.1544349  
0.8812922  0.9385331  
0.5069745  0.9711756  
0.01013181  0.003104701  
0.6213238  0.2555769  
0.9521439  0.4400704  
0.165909  0.4603343  
0.6336632  0.5069138  
0.7460715  0.6773429  
0.7809554  0.4477504  
0.2460682  0.7373576  
0.2189652  0.1505684  
0.7294593  0.4657155  
0.1787547  0.2049242  
0.3650723  0.1657162  
0.6782609  0.8503524  
0.7667066  0.7590893  
0.8438219  0.2021926  
0.6288182  0.8126845  
0.1801087  0.8187738  
0.261528  0.5010301  
0.7800439  0.9079496  
0.2097858  0.002163867  
0.06951133  0.05934234  
0.5742392  0.389113  
0.198227  0.4325538  
0.4199503  0.7692369  
0.4223366  0.2066454  
0.7124934  0.9814652  
0.1497823  0.117491  
0.3876867  0.5529328  
0.9890609  0.6759661  
0.6077389  0.1328894  
0.08893992  0.05118973  
0.9848506  0.8624566  
0.8501498  0.2597087  
0.4427685  0.422834  
0.1361501  0.3337798  
0.341737  0.3400782  
0.7531473  0.9062376  
0.2151961  0.5512596  
0.6353416  0.9315719  
0.241042  0.5474928  
0.7756567  0.9326633  
0.3156086  0.4563621  
0.9883947  0.5573255  
0.1204141  0.4140975  
0.6766589  0.7603453  
0.7252925  0.6822893  
0.9855557  0.9642355  
0.3322131  0.962593  
0.03587777  0.1141522  
0.681907  0.251217  
0.5491429  0.3179785  
0.109046  0.614409  
0.2264622  0.5384516  
0.8228326  0.8736183  
0.1354759  0.6101176  
0.5403988  0.2625309  
0.957532  0.7694031  
0.1082242  0.6704541  
0.6167012  0.03644516  
0.8653662  0.1224839  
0.4443848  0.6584176  
0.9487982  0.8069829  
0.02710814  0.09820556  
0.4646912  0.57725  
0.7767408  0.9070521  
0.5398528  0.2550317  
0.4530838  0.9284311  
0.0863646  0.6952645  
0.5127165  0.904576  
0.2641252  0.2063823  
0.8919466  0.9723687  
0.5056089  0.7249703  
0.6173443  0.675445  
0.2193426  0.06189107  
0.4131815  0.511429  
0.7471168  0.9376852  
0.7687431  0.5227633  
0.3451182  0.3883808  
0.7285814  0.3056252  
0.7511287  0.6394319  
0.2478501  0.4554803  
0.1832619  0.3156955  
0.8974803  0.9400342  
0.1167975  0.04175712  
0.1801381  0.2792841  
0.5486494  0.3626269  
0.231997  0.4705839  
0.4114983  0.5335012  
0.7278788  0.9069869  
0.1046205  0.1814078  
0.8119049  0.8507427  
0.9927711  0.9911816  
0.6595847  0.7524522  
0.6370293  0.1199845  
0.135018  0.1205184  
0.7381547  0.773475  
0.6918924  0.6895564  
0.7526026  0.657664  
0.5003371  0.4175877  
0.5537629  0.4127662  
0.7795032  0.1490086  
0.7691131  0.3357859  
0.9538504  0.482882  
0.317537  0.8481254  
0.9626665  0.1435139  
0.01001501  0.634233  
0.5287322  0.1337411  
0.3684864  0.8243188  
0.4733008  0.8240293  
0.4542096  0.297834  
0.5812377  0.2102009  
0.264274  0.5561855  
0.3205486  0.001295669  
0.8624823  0.6745163  
0.8561672  0.5787558  
0.4971412  0.909622  
0.6775616  0.4983206  
0.7144236  0.04322858  
0.305644  0.5210819  
0.5615273  0.3040134  
0.9260686  0.4594428  
0.101569  0.0766912  
0.91762  0.9666918  
0.3571362  0.6686093  
0.5734874  0.671447  
0.4695698  0.4268966  
0.1505025  0.003777508  
0.4731394  0.3982503  
0.9813276  0.8238564  
0.9566917  0.8858602  
0.9712853  0.6821582  
0.8710796  0.9108326  
0.6180867  0.30355  
0.7672376  0.4263015  
0.2892603  0.3575396  
0.810145  0.3321171  
0.6635706  0.9136363  
0.9497465  0.6425244  
0.6978856  0.1630529  
0.2105207  0.03195604  
0.5827799  0.9233381  
0.8916157  0.844535  
0.9771367  0.9797764  
0.03164292  0.6325179  
0.4090035  0.6349778  
0.7734697  0.8707044  
0.347614  0.4266264  
0.8644143  0.979326  
0.008188235  0.3068553  
0.1746189  0.3274596  
0.3240078  0.6857641  
0.7733614  0.2804588  
0.9488133  0.5472447  
0.4390537  0.8186991  
0.8349127  0.8420645  
0.3817793  0.1570317  
0.09566137  0.009593515  
0.6852094  0.5818752  
0.3926541  0.2790642  
0.004433815  0.09419026  
0.2365328  0.08381858  
0.8034754  0.5888391  
0.8653447  0.9420252  
0.5484872  0.6978513  
0.8953102  0.9514131  
0.4630968  0.599024  
0.842626  0.6112925  
0.2671909  0.945443  
0.9467605  0.4528998  
0.5959229  0.2140217  
0.5987851  0.8951336  
0.809156  0.826085  
0.5580321  0.6602321  
0.2791355  0.2417164  
0.3684928  0.2605777  
0.5471954  0.223366  
0.160156  0.3368458  
0.4529624  0.4340153  
0.8969422  0.9708212  
0.1529475  0.007839809  
0.2313871  0.05157472  
0.7731151  0.6404265  
0.0407931  0.3392875  
0.3228188  0.2301147  
0.6286666  0.5901891  
0.5436679  0.9232798  
0.528527  0.9333212  
0.3881115  0.4748841  
0.3566711  0.2434859  
0.566734  0.3173428  
0.7457116  0.01272747  
0.5239175  0.6496422  
0.2956802  0.6190902  
0.750534  0.3709695  
0.2990292  0.8823439  
0.4012723  0.2995551  
0.1587892  0.1521063  
0.4367678  0.6267172  
0.5958216  0.8227696  
0.9293296  0.5060301  
0.9246158  0.6978885  
0.6368279  0.7570305  
0.229681  0.7903668  
0.6146804  0.4852432  
0.6170301  0.3143359  
0.1624139  0.1942471  
0.179418  0.04397991  
0.7350363  0.3685442  
0.2727882  0.1092248  
0.8016128  0.4825508  
0.8763234  0.4904177  
0.9930273  0.9181063  
0.9216551  0.4232203  
0.231982  0.8285861  
0.3884863  0.5133754  
0.05198121  0.5992739  
0.7184864  0.2705584  
0.6632165  0.2673904  
0.4590398  0.3233694  
0.8823649  0.07285537  
0.7544083  0.5584867  
0.7350296  0.4586093  
0.8686491  0.3296555  
0.131241  0.1072948  
0.4272842  0.8383824  
0.4203889  0.2727408  
0.602591  0.0972082  
0.4252176  0.2268927  
0.6253777  0.8685119  
0.2830711  0.3991437  
0.1916909  0.3382614  
0.1487158  0.6949954  
0.5004377  0.9976963  
0.5053244  0.5591118  
0.6143057  0.912383  
0.5952611  0.6423256  
0.627501  0.2300266  
0.7449617  0.7022485  
0.7072046  0.9017011  
0.5448107  0.9870859  
0.3723015  0.8460612  
0.3884508  0.6286325  
0.1135202  0.8111896  
0.8193144  0.2934386  
0.9052115  0.5550178  
0.9590524  0.7258839  
0.7657014  0.8472489  
0.3170626  0.6448636  
0.1633096  0.8165138  
0.738775  0.7082953  
0.2285215  0.2604008  
0.1104963  0.3324266  
0.3819538  0.8583186  
0.6944917  0.5517081  
0.673545  0.8191755  
0.6344443  0.3025036  
0.8098605  0.9193563  
0.2318129  0.9331107  
0.1757592  0.2581095  
0.4396658  0.1524601  
0.2998812  0.8957549  
0.7018227  0.6140056  
0.6515922  0.1869255  
0.6756169  0.639876  
0.1626017  0.4787754  
0.9972286  0.9279305  
0.2472999  0.6012336  
0.4510313  0.08128358  
0.3552218  0.8954201  
0.6053532  0.4911081  
0.2079443  0.5116261  
0.6597727  0.07028581  
0.637748  0.814622  
0.08665677  0.1528067  
0.09424325  0.2322713  
0.9249693  0.9416124  
0.3318383  0.7885235  
0.9506685  0.7222891  
0.1410543  0.008827316  
0.7633652  0.4144978  
0.1077798  0.5525352  
0.779958  0.6073431  
0.9136507  0.8998155  
0.6245682  0.3653477  
0.9238803  0.7949929  
0.1281411  0.6743924  
0.9951243  0.5362828  
0.8144676  0.9184697  
0.5477784  0.5684687  
0.7887634  0.6611217  
0.3691115  0.8271272  
0.4963012  0.729266  
0.3719678  0.7303355  
0.7862345  0.7248743  
0.6172272  0.3107305  
0.6677359  0.1250766  
0.6227807  0.7130957  
0.1571441  0.6057318  
0.04287476  0.004077737  
0.6912633  0.8381647  
0.8174819  0.9310851  
0.8625378  0.8576129  
0.94813  0.8553685  
0.2607645  0.873032  
0.3478663  0.009347548  
0.4137964  0.26916  
0.5615236  0.8103198  
0.07958084  0.3468401  
0.2045221  0.7594006  
0.09598948  0.5671088  
0.9233044  0.4774098  
0.3443406  0.6881947  
0.3718239  0.5739755  
0.7886836  0.9872885  
0.4487311  0.8400764  
0.1697395  0.5552061  
0.8536238  0.2208448  
0.7658857  0.863582  
0.9605406  0.595083  
0.4504288  0.8194443  
0.5707373  0.516016  
0.6377374  0.9260354  
0.1093344  0.9032951  
0.6314382  0.8813223  
0.8829544  0.5931948  
0.1306849  0.4706825  
0.02957562  0.2947351  
0.5594025  0.8511592  
0.3030469  0.9330261  
0.7042706  0.1090353  
0.5104904  0.3522472  
0.9340943  0.2366253  
0.7886697  0.6588346  
0.8143515  0.7573872  
0.484106  0.809131  
0.6137317  0.6175285  
0.5164762  0.9499466  
0.9087491  0.4970442  
0.2838763  0.8659881  
0.5555462  0.5995913  
0.8777641  0.9038136  
0.9980848  0.9883791  
0.5480095  0.5273785  
0.4438638  0.5092982  
0.3210139  0.05986466  
0.120644  0.5516881  
0.7383891  0.5822044  
0.08234411  0.6681479  
0.9623961  0.9958246  
0.2976804  0.3642904  
0.7933903  0.0567112  
0.4978068  0.31444  
0.3717123  0.1183869  
0.9825171  0.6971743  
0.004114606  0.4281312  
0.5804896  0.6771574  
0.8677179  0.8907619  
0.07814191  0.1258544  
0.9538852  0.61136  
0.2690177  0.2802076  
0.326311  0.2619049  
0.2626889  0.5839219  
0.1387883  0.1181964  
0.2835145  0.5400305  
0.6648363  0.09116792  
0.5831662  0.1416896  
0.6969245  0.3187508  
0.6975376  0.9769689  
0.7709571  0.5737053  
0.9881194  0.8963085  
0.1668853  0.7687196  
0.5015551  0.3510586  
0.3708634  0.9003868  
0.390742  0.4754451  
0.01456746  0.2259424  
0.2686552  0.06171066  
0.9242121  0.9277701  
0.9777396  0.6754731  
0.6246509  0.8476846  
0.9280032  0.4162756  
0.2600568  0.1601044  
0.8108073  0.9179665  
0.7967145  0.4573445  
0.1200351  0.2142033  
0.7270583  0.8184548  
0.6303177  0.02659125  
0.08371552  0.335551  
0.08536365  0.3237733  
0.5401401  0.2660255  
0.02251568  0.1356393  
0.7366426  0.6940812  
0.5148967  0.7957973  
0.261376  0.112723  
0.8647535  0.8751711  
0.7570185  0.3201753  
0.717621  0.4265025  
0.4844658  0.8563818  
0.3873982  0.8007977  
0.7248137  0.4560567  
0.5317166  0.2789107  
0.5653333  0.5793603  
0.7528127  0.7099736  
0.5255236  0.776983  
0.2383179  0.2061227  
0.7088552  0.8448324  
0.2289764  0.6796876  
0.106525  0.3348337  
0.597912  0.2376846  
0.5460467  0.0004460773  
0.6747057  0.6400039  
0.8981928  0.9753057  
0.1925397  0.8830149  
0.4740451  0.8729488  
0.3376484  0.3258421  
0.2510113  0.153106  
0.5581239  0.09832501  
0.2707527  0.5232603  
0.7315813  0.5906813  
0.6457071  0.7967711  
0.6438288  0.4140106  
0.6001902  0.3794304  
0.7190785  0.6310969  
0.1997371  0.6247328  
0.531941  0.5621466  
0.8954967  0.6091298  
0.4553522  0.3851234  
0.730707  0.132143  
0.290372  0.6986423  
0.3401445  0.6264386  
0.2952291  0.6069322  
0.8901927  0.2058116  
0.9109747  0.8371123  
0.06473177  0.05152291  
0.7182151  0.2117306  
0.9497515  0.6501381  
0.5162216  0.7889312  
0.2085694  0.6404161  
0.3748054  0.6854095  
0.9738548  0.9937242  
0.7380278  0.5327266  
0.6297635  0.4688598  
0.4171349  0.8266732  
0.8765403  0.9889753  
0.4608826  0.468831  
0.5030481  0.7891725  
0.3999183  0.2504136  
0.605222  0.4684879  
0.01687817  0.04583104  
0.8822976  0.7704947  
0.6115596  0.8432664  
0.9189529  0.5468682  
0.9557247  0.7013605  
0.6814772  0.5280988  
0.2996049  0.8063825  
0.8654733  0.4261299  
0.4918019  0.0460915  
0.1400105  0.01393287  
0.2105805  0.2363142  
0.1540825  0.3187794  
0.6397219  0.6334697  
0.2195712  0.04365618  
0.07984142  0.1630857  
0.301203  0.3055571  
0.6503761  0.8465539  
0.2426098  0.7209893  
0.6447517  0.2038079  
0.3164607  0.9026745  
0.7512973  0.5255582  
0.7558437  0.9322187  
0.1720213  0.3097702  
0.7686778  0.7370661  
0.1055473  0.2989061  
0.1321539  0.407454  
0.1671582  0.4842813  
0.9351945  0.6719125  
0.1555817  0.4323185  
0.5960027  0.05083882  
0.113301  0.7613893  
0.4345189  0.5641472  
0.4660842  0.7309656  
0.4986855  0.479709  
0.2626194  0.5121965  
0.8931604  0.6572487  
0.05573406  0.008415005  
0.1529028  0.5037098  
0.6625319  0.7414808  
0.04837286  0.1981991  
0.2334956  0.7708261  
0.3679375  0.9214565  
0.4726874  0.533653  
0.07185105  0.01071583  
0.4865577  0.6966354  
0.1232207  0.7932967  
0.1961298  0.23597  
0.4293599  0.8852581  
0.9156077  0.1334308  
0.8038146  0.07613611  
0.417538  0.537224  
0.2530923  0.0005461047  
0.4912972  0.5365774  
0.1969734  0.2387504  
0.7328481  0.8644487  
0.3725695  0.3211368  
0.1962945  0.2902082  
0.1957006  0.2520798  
0.4935713  0.1062409  
0.9474133  0.5413977  
0.2037554  0.7544655  
0.08084072  0.6195138  
0.965108  0.6936149  
0.5300293  0.5239438  
0.493566  0.6700186  
0.9484128  0.553341  
0.1615924  0.1529257  
0.4499305  0.7898525  
0.6384393  0.7001827  
0.3794974  0.881376  
0.8786508  0.8408662  
0.05673856  0.02680389  
0.8989956  0.5529056  
0.3275147  0.435973  
0.09716534  0.3849189  
0.5380128  0.4155835  
0.6303024  0.195432  
0.7486378  0.276578  
0.5954481  0.5844564  
0.8414834  0.7260152  
0.06309773  0.9062271  
0.5556044  0.2927185  
0.02321287  0.04137277  
0.9219614  0.7425965  
0.2170322  0.3029382  
0.4234666  0.3897689  
0.1845576  0.3417865  
0.3526777  0.202066  
0.5016623  0.9449343  
0.9305869  0.9940764  
0.826416  0.8929785  
0.9858816  0.5793358  
0.6243416  0.4329187  
0.3919308  0.7134041  
0.4269532  0.7895618  
0.7893549  0.6958305  
0.2491895  0.4379425  
0.3136298  0.5717113  
0.3068522  0.5981669  
0.05059861  0.1204901  
0.4266142  0.931106  
0.8707928  0.8170464  
0.2193074  0.2376121  
0.2180234  0.2285431  
0.1200789  0.5883962  
0.3500241  0.8967268  
0.3053443  0.02067669  
0.4062943  0.04183893  
0.09840656  0.3075517  
0.8426575  0.4990133  
0.7853527  0.1212437  
0.100054  0.6808868  
0.9503945  0.9607824  
0.7496607  0.9581026  
0.8125066  0.4590271  
0.1444098  0.1233613  
0.4147611  0.5973715  
0.003148142  0.06574118  
0.3995476  0.5630307  
0.6708326  0.9754661  
0.3057638  0.4824543  
0.2080102  0.4997966  
0.3294533  0.8718654  
0.8495898  0.980886  
0.1939083  0.3665118  
0.458185  0.3983119  
0.436778  0.6748352  
0.7071995  0.6685258  
0.3951714  0.8331767  
0.5837193  0.1846787  
0.6398621  0.2878768  
0.7573007  0.3350459  
0.9864624  0.5781251  
0.8823663  0.7372004  
0.2114205  0.2607413  
0.6318338  0.300633  
0.05668027  0.06381655  
0.8660103  0.2267288  
0.8019745  0.6561396  
0.7707182  0.5226959  
0.604522  0.7143569  
0.6107254  0.7389996  
0.8119452  0.8035651  
0.7055352  0.6941129  
0.08733095  0.1456778  
0.3451227  0.2319729  
0.5437668  0.4150818  
0.9228006  0.7172419  
0.6172888  0.2025518  
0.9297959  0.08887434  
0.7336881  0.3675332  
0.08444203  0.5505107  
0.6004692  0.888859  
0.483068  0.8422715  
0.7998338  0.4722763  
0.419427  0.7681004  
0.2726306  0.0370862  
0.01882664  0.309273  
0.2245702  0.7520201  
0.8577376  0.4791082  
0.878741  0.6378217  
0.3722252  0.3755272  
0.7831921  0.5287031  
0.07721897  0.5611212  
0.7455906  0.3124536  
0.0443875  0.1012228  
0.9833413  0.9958893  
0.5453163  0.3723802  
0.7834965  0.9729495  
0.8903018  0.2255377  
0.1380087  0.1049584  
0.5656512  0.6622585  
0.8782175  0.58291  
0.8128865  0.5976812  
0.9886863  0.7000214  
0.7294759  0.7145917  
0.6676194  0.8027855  
0.1063501  0.8746857  
0.05615365  0.1605546  
0.1040495  0.3390024  
0.7070932  0.08543878  
0.7365643  0.3687061  
0.6676596  0.7611641  
0.8175455  0.6649168  
0.01454919  0.7163616  
0.5561493  0.01720968  
0.5141821  0.3810401  
0.4741614  0.4348833  
0.8853514  0.6229706  
0.432121  0.1716976  
0.1236549  0.1244661  
0.2185904  0.1151178  
0.5700556  0.8420615  
0.6745746  0.2419451  
0.4324951  0.1797871  
0.7260257  0.5824916  
0.1988065  0.8849655  
0.560273  0.2055519  
0.88419  0.8295769  
0.95391  0.5688469  
0.1939389  0.4775964  
0.3600801  0.4484674  
0.1352826  0.3629562  
0.06376021  0.301792  
0.549903  0.5309471  
0.3390753  0.4977872  
0.170899  0.1959685  
0.2497237  0.2265046  
0.6754819  0.7643181  
0.6022642  0.166148  
0.9923365  0.9874124  
0.4235163  0.8042265  
0.0130433  0.2672128  
0.4836487  0.3379427  
0.1420051  0.07167723  
0.0928879  0.4060692  
0.4710339  0.7642318  
0.8449578  0.8376223  
0.2777028  0.06883614  
0.2360089  0.634803  
0.07015115  0.02074189  
0.8461024  0.6080754  
0.9528578  0.9709625  
0.6247329  0.8693517  
0.8511379  0.9419461  
0.4994443  0.08660419  
0.003468809  0.1100581  
0.1221799  0.1175304  
0.5252766  0.7615089  
0.2311951  0.3377449  
0.8841186  0.7781316  
0.4427983  0.5153282  
0.8986268  0.5795075  
0.5390106  0.5680695  
0.4593924  0.6474118  
0.5281322  0.9647377  
0.306769  0.3046556  
0.4338552  0.7367192  
0.6506802  0.4362475  
0.7678007  0.3754517  
0.01349761  0.472788  
0.4712076  0.1837848  
0.352948  0.3498613  
0.3240879  0.259845  
0.3826488  0.3059168  
0.7563499  0.8550833  
0.9230767  0.442096  
0.3242643  0.704158  
0.2115332  0.8083057  
0.3405623  0.6448167  
0.6299473  0.7082093  
0.5725162  0.07817768  
0.6898825  0.5875491  
0.7759503  0.2568237  
0.9065959  0.4749378  
0.9052568  0.8627811  
0.8552262  0.7481374  
0.9809045  0.5100737  
0.7605794  0.7566327  
0.8099613  0.2247534  
0.1861067  0.008167229  
0.973997  0.9872948  
0.4589436  0.6340287  
0.6493067  0.3307771  
0.2062232  0.08020766  
0.4617828  0.7127536  
0.6040771  0.1650524  
0.301942  0.2802501  
0.4514415  0.2183186  
0.3599549  0.746378  
0.3413469  0.2401445  
0.8226032  0.6744958  
0.2241072  0.7446835  
0.5027691  0.1055607  
0.4939525  0.9827571  
0.8648061  0.3134532  
0.9893933  0.960275  
0.8890368  0.9423277  
0.4675518  0.1779246  
0.6257693  0.7274687  
0.9542734  0.9020537  
0.0572162  0.1731089  
0.4312941  0.629928  
0.4806726  0.6506443  
0.3690034  0.01829887  
0.05826465  0.206329  
0.1468819  0.7200517  
0.5929033  0.8645997  
0.706826  0.4090011  
0.4903973  0.4545684  
0.5510048  0.7784175  
0.009152764  0.1822235  
0.632026  0.6166247  
0.2103159  0.4333983  
0.249753  0.1871529  
0.1043036  0.6876321  
0.05627939  0.125854  
0.8334018  0.2367053  
0.3377371  0.4346954  
0.5437779  0.1318061  
0.7290548  0.3987773  
0.8955248  0.9461319  
0.965111  0.9425433  
0.7041651  0.802152  
0.9638393  0.8194821  
0.7272101  0.9086897  
0.4281508  0.1470017  
0.8648405  0.9080234  
0.001045433  0.1322551  
0.2897422  0.5616081  
0.4978032  0.6027045  
0.7159981  0.4483816  
0.2590882  0.596992  
0.3619109  0.2837494  
0.7263711  0.3552713  
0.2565814  0.8689905  
0.7515631  0.4741178  
0.2423797  0.8910779  
0.8170051  0.8789268  
0.1388748  0.1946589  
0.3730731  0.6516091  
0.1202408  0.6488846  
0.8303322  0.9945935  
0.8627059  0.5214127  
0.3985285  0.2392099  
0.6582192  0.1754715  
0.4875693  0.09005768  
0.08691864  0.350331  
0.9716649  0.8515097  
0.9036703  0.7282961  
0.09184679  0.2969517  
0.2208813  0.5077629  
0.214399  0.3104794  
0.165456  0.02450379  
0.2220874  0.4015811  
0.9804557  0.6442848  
0.5345477  0.296082  
0.831902  0.7860422  
0.1066823  0.7226507  
0.2119744  0.4617264  
0.7180246  0.6683756  
0.963303  0.7609395  
0.2848307  0.804259  
0.1184122  0.1259503  
0.806715  0.5997513  
0.9138634  0.7836318  
0.3534553  0.4116331  
0.9437287  0.706688  
0.2111925  0.3620853  
0.4988002  0.845436  
0.6533182  0.348488  
0.1659012  0.8228086  
0.614751  0.4737313  
0.08884238  0.6032468  
0.1521586  0.3316273  
0.04465498  0.7131461  
0.6402662  0.2421196  
0.9048924  0.6681454  
0.1559535  0.03770628  
0.2163895  0.1593906  
0.6257208  0.8463469  
0.1610872  0.001686759  
0.4998332  0.401902  
0.1111545  0.3555742  
0.7906849  0.9313748  
0.8635062  0.4056774  
0.2639998  0.3997262  
0.5129097  0.365814  
0.04363296  0.1933428  
0.05907797  0.001676886  
0.7438687  0.9346054  
0.007042357  0.5898728  
0.2910035  0.4167642  
0.6781958  0.3440379  
0.1999572  0.5716759  
0.5901149  0.6892415  
0.1089466  0.6600285  
0.3996099  0.7534806  
0.05087506  0.124574  
0.8768208  0.5784547  
0.06423835  0.980373  
0.4214539  0.6613411  
0.9735404  0.9204083  
0.08937041  0.2023258  
0.8303358  0.8722053  
0.5862923  0.5834957  
0.2052881  0.6129219  
0.01375346  0.2898049  
0.1203271  0.2874689  
0.7732567  0.6111387  
0.4825246  0.4223908  
0.9307478  0.8009149  
0.5026115  0.6974772  
0.4459683  0.2283056  
0.9017354  0.1011801  
0.6268456  0.03205437  
0.4012963  0.1609245  
0.1327771  0.8347299  
0.5477176  0.5343909  
0.03210506  0.7289968  
0.243746  0.8128898  
0.4355157  0.6927547  
0.5529261  0.403625  
0.6549455  0.9534612  
0.9267253  0.9262628  
0.05071912  0.620578  
0.7774908  0.4491661  
0.218856  0.5692508  
0.8433659  0.5464997  
0.4545888  0.7233411  
0.01822274  0.1821214  
0.8425881  0.3460547  
0.5759194  0.7722872  
0.5423588  0.9671581  
0.0701454  0.2163939  
0.9341808  0.9496749  
0.1271187  0.3036951  
0.872538  0.8317489  
0.7261862  0.9335566  
0.1510876  0.1229474  
0.1410867  0.3174637  
0.119308  0.2579861  
0.7896717  0.5485191  
0.1451192  0.79193  
0.9029346  0.45227  
0.2675951  0.2259878  
0.872771  0.08224241  
0.09003515  0.3101542  
0.3920373  0.6861261  
0.4837922  0.4168971  
0.8282188  0.5297676  
0.4704866  0.9930938  
0.4835505  0.3279342  
0.6299475  0.4302912  
0.6427003  0.8514061  
0.3761543  0.5005804  
0.008883353  0.0950424  
0.2115621  0.7878002  
0.5723373  0.9625235  
0.4889837  0.5763723  
0.7980169  0.5585347  
0.8607845  0.5148435  
0.1130973  0.2691578  
0.768479  0.8316684  
0.05371476  0.4379168  
0.4349452  0.02014906  
0.592225  0.9481321  
0.26316  0.4786974  
0.3874726  0.8287326  
0.9544089  0.518334  
0.597403  0.4482292  
0.5384199  0.3052296  
0.3499605  0.3237282  
0.7895158  0.7430922  
0.8722278  0.5011255  
0.3588353  0.4355223  
0.4088648  0.5899188  
0.5905924  0.3694277  
0.6273638  0.9024151  
0.3736894  0.5644607  
0.3635145  0.7110871  
0.3694241  0.9071214  
0.2771321  0.1563185  
0.6485149  0.1466691  
0.1205747  0.2246585  
0.5660402  0.270751  
0.2340889  0.1584136  
0.03242061  0.0007482405  
0.8967442  0.7664552  
0.8287864  0.8814217  
0.3636754  0.3687646  
0.8908448  0.8618143  
